competicion,id_competicion,url,continente,pais,crest,top,orden
Fixtures - N/C America Concacaf Caribbean Cup 2025 - Scoresway,fixtures,https://www.scoresway.com/en_GB/soccer/concacaf-caribbean-cup-2025/bygi47fmsxgbzysjdf9u481lg/fixtures,N/A,N/A,,False,0
