Fecha,Fecha_Raw,Hora,Equipo_Local,Equipo_Visitante,Estadio,Partido_ID,Continente,Pais,Competicion,ID_Competicion,Torneo_ID,Temporada,URL_Partido,Estado_Partido,Nivel_Cobertura,Ultima_Actualizacion,Asistencia,Clima_Temperatura,Clima_Condiciones
2025-11-01,2025-11-01Z,21:30:00Z,Aucas,El Nacional,Estadio Cooprogreso Gonzalo Pozo Ripalda,85qlw0v7o7r00x5r2qoy65xck,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/85qlw0v7o7r00x5r2qoy65xck/player-stats,,13,2025-11-02T00:14:39Z,,,
2025-11-01,2025-11-01Z,19:00:00Z,Técnico Universitario,Mushuc Runa,Estadio Bellavista de Ambato,4a02mnrapfd6ikmtdua34bj84,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/4a02mnrapfd6ikmtdua34bj84/player-stats,,13,2025-11-22T20:10:18Z,,,
2025-11-01,2025-11-01Z,00:00:00Z,Delfín,Deportivo Cuenca,Estadio Jocay,84yphiqov31fu3syul4brfspg,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/84yphiqov31fu3syul4brfspg/player-stats,,13,2025-11-23T18:18:35Z,,,
2025-10-26,2025-10-26Z,23:00:00Z,Emelec,Delfín,Estadio George Capwell Banco del Austro,84mbdmnd3t8no1xje1s4hu87o,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/84mbdmnd3t8no1xje1s4hu87o/player-stats,,13,2025-11-23T18:18:35Z,,,
2025-10-26,2025-10-26Z,20:30:00Z,El Nacional,Macará,Estadio Municipal La Cocha,84a3z2qs1fx66wfrykets2ej8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/84a3z2qs1fx66wfrykets2ej8/player-stats,,13,2025-10-31T23:12:50Z,,,
2025-10-26,2025-10-26Z,18:00:00Z,Vinotinto de Ecuador,Técnico Universitario,Estadio Cooprogreso Gonzalo Pozo Ripalda,499mvggmxc1iyivd2zz0m8ff8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/499mvggmxc1iyivd2zz0m8ff8/player-stats,,13,2025-11-22T20:10:18Z,,,
2025-10-26,2025-10-26Z,01:00:00Z,Deportivo Cuenca,Aucas,Estadio Alejandro Serrano Aguilar Banco del Austro,83xnx475mx6revqwb0a8pegwk,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/83xnx475mx6revqwb0a8pegwk/player-stats,,13,2025-10-26T03:07:32Z,,,
2025-10-25,2025-10-25Z,21:30:00Z,Barcelona,Libertad,Estadio Monumental Banco Pichincha,9xg5xnmf5g9iavv9aiuooz0no,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9xg5xnmf5g9iavv9aiuooz0no/player-stats,,10,2025-10-30T21:43:24Z,,,
2025-10-25,2025-10-25Z,19:00:00Z,Mushuc Runa,Manta,Estadio Cooperativa de Ahorro y Crédito Mushuc Runa,49mvhxf4lyi9u1yw20xw1naj8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/49mvhxf4lyi9u1yw20xw1naj8/player-stats,,13,2025-11-12T03:05:54Z,,,
2025-10-25,2025-10-25Z,00:00:00Z,Orense,Universidad Católica,Estadio 9 de Mayo,9x3iwjc5bbuaihlt1300a2fpw,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9x3iwjc5bbuaihlt1300a2fpw/player-stats,,13,2025-10-28T19:40:22Z,,,
2025-10-21,2025-10-21Z,00:00:00Z,El Nacional,Deportivo Cuenca,Estadio Olímpico Atahualpa,82wwpokakuchg0g5l3od10sno,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/82wwpokakuchg0g5l3od10sno/player-stats,,13,2025-10-23T15:52:46Z,,,
2025-10-19,2025-10-19Z,23:00:00Z,Libertad,Universidad Católica,Estadio Federativo Reina del Cisne,9webi0w8dceyc4mudjlmbj8r8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9webi0w8dceyc4mudjlmbj8r8/player-stats,,13,2025-10-23T16:10:07Z,,,
2025-10-19,2025-10-19Z,20:30:00Z,Aucas,Emelec,Estadio Cooprogreso Gonzalo Pozo Ripalda,8393hltopdbpin9u60rdegsgk,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/8393hltopdbpin9u60rdegsgk/player-stats,,13,2025-10-23T21:44:40Z,,,
2025-10-19,2025-10-19Z,18:00:00Z,Manta,Técnico Universitario,Estadio Jocay,48fzs0cjfxb7f3kuut6gnhgr8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/48fzs0cjfxb7f3kuut6gnhgr8/player-stats,,13,2025-11-22T20:10:18Z,,,
2025-10-18,2025-10-18Z,23:00:00Z,Delfín,Macará,Estadio Jocay,83lezr1xnf453e19w5ij30h78,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/83lezr1xnf453e19w5ij30h78/player-stats,,13,2025-11-23T18:18:35Z,,,
2025-10-18,2025-10-18Z,20:30:00Z,Mushuc Runa,Vinotinto de Ecuador,Estadio Cooperativa de Ahorro y Crédito Mushuc Runa,48wdoa7dh97vtyonxtupm855g,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/48wdoa7dh97vtyonxtupm855g/player-stats,,13,2025-11-12T03:05:54Z,,,
2025-10-18,2025-10-18Z,01:15:00Z,LDU Quito,Barcelona,Estadio Rodrigo Paz Delgado,9w1p9tfbrxjcdxpcrwysasopg,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9w1p9tfbrxjcdxpcrwysasopg/player-stats,,10,2025-10-19T16:02:15Z,,,
2025-10-17,2025-10-17Z,23:00:00Z,Orense,Independiente Valle,Estadio 9 de Mayo,9vp5bg5rup72l6ix9w9qrhnv8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9vp5bg5rup72l6ix9w9qrhnv8/player-stats,,13,2025-10-21T16:17:40Z,,,
2025-10-05,2025-10-05Z,22:30:00Z,Barcelona,Independiente Valle,Estadio Monumental Banco Pichincha,9uk8l7bi33kj4foflfdxvj2fo,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9uk8l7bi33kj4foflfdxvj2fo/player-stats,,10,2025-10-09T20:50:07Z,,,
2025-10-05,2025-10-05Z,19:30:00Z,Libertad,Orense,Estadio Federativo Reina del Cisne,9vcn515f0rgxg8mmp192sxt78,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9vcn515f0rgxg8mmp192sxt78/player-stats,,13,2025-10-09T18:05:26Z,,,
2025-10-05,2025-10-05Z,17:00:00Z,Macará,Aucas,Estadio Bellavista de Ambato,828pr3findzo0vhkxqqkof384,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/828pr3findzo0vhkxqqkof384/player-stats,,13,2025-10-20T04:28:50Z,,,
2025-10-05,2025-10-05Z,00:00:00Z,Universidad Católica,LDU Quito,Estadio Olímpico Atahualpa,9uzzmwa511rp89b92wp4jdmhg,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/9uzzmwa511rp89b92wp4jdmhg/player-stats,,13,2025-10-09T18:01:35Z,,,
2025-10-04,2025-10-04Z,21:30:00Z,Emelec,Deportivo Cuenca,Estadio George Capwell Banco del Austro,81t5rh6q9y61hh87t15arnms4,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/81t5rh6q9y61hh87t15arnms4/player-stats,,13,2025-10-08T17:03:14Z,,,
2025-10-04,2025-10-04Z,19:00:00Z,Delfín,El Nacional,Estadio Jocay,82kprolkl39q1lvav5xqdncwk,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/82kprolkl39q1lvav5xqdncwk/player-stats,,13,2025-11-23T18:18:34Z,,,
2025-09-28,2025-09-28Z,21:00:00Z,Universidad Católica,Deportivo Cuenca,Estadio Olímpico Atahualpa,dktoshk8tdu3i6frq22ojf7dg,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dktoshk8tdu3i6frq22ojf7dg/player-stats,,13,2025-10-02T19:49:50Z,,,
2025-09-28,2025-09-28Z,21:00:00Z,Independiente Valle,Delfín,Estadio Banco Guayaquil,dkfbhuh4s0ggmbyr7m7lagzkk,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dkfbhuh4s0ggmbyr7m7lagzkk/player-stats,,13,2025-11-23T18:18:35Z,,,
2025-09-28,2025-09-28Z,21:00:00Z,Libertad,Vinotinto de Ecuador,Estadio Federativo Reina del Cisne,dj98rnqzgfjyyrc9kiadh6i38,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dj98rnqzgfjyyrc9kiadh6i38/player-stats,,13,2025-10-03T22:49:03Z,,,
2025-09-28,2025-09-28Z,21:00:00Z,Técnico Universitario,LDU Quito,Estadio Bellavista de Ambato,difd6dk9qe90h0onh9v5otwk4,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/difd6dk9qe90h0onh9v5otwk4/player-stats,,13,2025-11-22T20:10:18Z,,,
2025-09-28,2025-09-28Z,21:00:00Z,Orense,Emelec,Estadio 9 de Mayo,di12kjngt6n6o6mqi07gf54pg,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/di12kjngt6n6o6mqi07gf54pg/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-09-28,2025-09-28Z,00:00:00Z,Barcelona,Aucas,Estadio Monumental Banco Pichincha,divacgvmjcg8bo00c9e65q7mc,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/divacgvmjcg8bo00c9e65q7mc/player-stats,,13,2025-10-23T12:37:33Z,,,
2025-09-27,2025-09-27Z,21:30:00Z,El Nacional,Mushuc Runa,Estadio Olímpico Atahualpa,dk1cy8fixvhy05ll2csxmbaxg,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dk1cy8fixvhy05ll2csxmbaxg/player-stats,,13,2025-10-02T20:48:04Z,,,
2025-09-27,2025-09-27Z,19:00:00Z,Manta,Macará,Estadio Jocay,djncbu3b7dlkxmdlpaudtnn6c,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/djncbu3b7dlkxmdlpaudtnn6c/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-09-21,2025-09-21Z,21:00:00Z,Macará,Libertad,Estadio Bellavista de Ambato,dhmuoqvbi516jcaefy5enygb8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dhmuoqvbi516jcaefy5enygb8/player-stats,,13,2025-09-29T06:50:24Z,,,
2025-09-21,2025-09-21Z,21:00:00Z,Aucas,Orense,Estadio Cooprogreso Gonzalo Pozo Ripalda,dh8n8ecbaxi28sdgy3ml10sno,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dh8n8ecbaxi28sdgy3ml10sno/player-stats,,13,2025-10-05T17:17:44Z,,,
2025-09-21,2025-09-21Z,21:00:00Z,Emelec,El Nacional,Estadio George Capwell Banco del Austro,dg2l07m9khz8wqhfkb79ffztg,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dg2l07m9khz8wqhfkb79ffztg/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-09-21,2025-09-21Z,21:00:00Z,LDU Quito,Universidad Católica,Estadio Rodrigo Paz Delgado,dfae60fob4v89jusybhj5ym8k,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dfae60fob4v89jusybhj5ym8k/player-stats,,13,2025-10-07T20:37:57Z,,,
2025-09-21,2025-09-21Z,21:00:00Z,Deportivo Cuenca,Barcelona,Estadio Alejandro Serrano Aguilar Banco del Austro,dewb4snth1w4fn2nc4yoa1dsk,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dewb4snth1w4fn2nc4yoa1dsk/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-09-20,2025-09-20Z,21:30:00Z,Vinotinto de Ecuador,Manta,Estadio Cooprogreso Gonzalo Pozo Ripalda,dgul5k3zbs23ad17fqa21kpas,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dgul5k3zbs23ad17fqa21kpas/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-09-20,2025-09-20Z,21:30:00Z,Delfín,Técnico Universitario,Estadio Jocay,dggm9ed2gsi0coym5h7b3wis4,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dggm9ed2gsi0coym5h7b3wis4/player-stats,,13,2025-11-23T18:18:34Z,,,
2025-09-20,2025-09-20Z,19:00:00Z,Mushuc Runa,Independiente Valle,Estadio Cooperativa de Ahorro y Crédito Mushuc Runa,dfocscucydtied9xtkvfl9uz8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dfocscucydtied9xtkvfl9uz8/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-09-16,2025-09-16Z,00:00:00Z,Manta,Aucas,Estadio Jocay,dci079ai36fsid6v3udbdo7pw,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dci079ai36fsid6v3udbdo7pw/player-stats,,13,2025-10-05T17:17:44Z,,,
2025-09-14,2025-09-14Z,22:30:00Z,Emelec,Barcelona,Estadio George Capwell Banco del Austro,dbp8x8q83d9mnvsdox9re2m1g,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dbp8x8q83d9mnvsdox9re2m1g/player-stats,,13,2025-09-29T06:50:24Z,,,
2025-09-14,2025-09-14Z,19:45:00Z,Técnico Universitario,Deportivo Cuenca,Estadio Bellavista de Ambato,deigqvoqhth6lbrj100yq0wes,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/deigqvoqhth6lbrj100yq0wes/player-stats,,13,2025-11-22T20:10:18Z,,,
2025-09-14,2025-09-14Z,16:45:00Z,El Nacional,Macará,Estadio Olímpico Atahualpa,ddadc7chaze00y3uory6kn578,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/ddadc7chaze00y3uory6kn578/player-stats,,13,2025-09-29T06:50:25Z,,,
2025-09-14,2025-09-14Z,00:00:00Z,Orense,Mushuc Runa,Estadio 9 de Mayo,ddqk0ilxrc4a3ndegqbtg44yc,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/ddqk0ilxrc4a3ndegqbtg44yc/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-09-13,2025-09-13Z,21:30:00Z,Universidad Católica,Delfín,Estadio Olímpico Atahualpa,de4gumb1i6wp7z1egwumlzyfo,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/de4gumb1i6wp7z1egwumlzyfo/player-stats,,13,2025-11-23T18:18:34Z,,,
2025-09-13,2025-09-13Z,19:00:00Z,Independiente Valle,Vinotinto de Ecuador,Estadio Banco Guayaquil,dcwa04w62ya1um4oagcsat7o4,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dcwa04w62ya1um4oagcsat7o4/player-stats,,13,2025-09-29T06:50:24Z,,,
2025-09-13,2025-09-13Z,00:00:00Z,Libertad,LDU Quito,Estadio Federativo Reina del Cisne,dc3hgl85z8oreajdpzoys1las,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dc3hgl85z8oreajdpzoys1las/player-stats,,10,2025-10-07T20:37:57Z,,,
2025-09-02,2025-09-02Z,00:00:00Z,Delfín,Libertad,Estadio Jocay,dbaz4l0rl5qlgsu6i7owsyal0,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dbaz4l0rl5qlgsu6i7owsyal0/player-stats,,13,2025-11-23T18:18:34Z,,,
2025-08-31,2025-08-31Z,23:00:00Z,Barcelona,Universidad Católica,Estadio Monumental Banco Pichincha,d8yv02b9ioqlkxjzwwwg6xd04,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d8yv02b9ioqlkxjzwwwg6xd04/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-08-31,2025-08-31Z,20:30:00Z,Deportivo Cuenca,Orense,Estadio Alejandro Serrano Aguilar Banco del Austro,dax3817hhmnsaxio2rb0pykno,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/dax3817hhmnsaxio2rb0pykno/player-stats,,13,2025-09-29T06:50:26Z,,,
2025-08-31,2025-08-31Z,00:00:00Z,Aucas,Emelec,Estadio Cooprogreso Gonzalo Pozo Ripalda,d8l44na3w8mxfurr15wnlho9g,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d8l44na3w8mxfurr15wnlho9g/player-stats,,13,2025-10-05T17:17:44Z,,,
2025-08-30,2025-08-30Z,21:30:00Z,Mushuc Runa,Manta,Estadio Olímpico de Riobamba,daj6j59x8mj4hl9qpi0dc3das,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/daj6j59x8mj4hl9qpi0dc3das/player-stats,,13,2025-09-29T06:50:25Z,,,
2025-08-30,2025-08-30Z,21:30:00Z,LDU Quito,Macará,Estadio Rodrigo Paz Delgado,da51xqjorgaq9ge4ccxmgu9zo,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/da51xqjorgaq9ge4ccxmgu9zo/player-stats,,13,2025-10-07T20:37:57Z,,,
2025-08-30,2025-08-30Z,19:00:00Z,Independiente Valle,Técnico Universitario,Estadio Banco Guayaquil,d9qw408pmgnsz7j9w1k71jw2c,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d9qw408pmgnsz7j9w1k71jw2c/player-stats,,13,2025-11-22T20:10:18Z,,,
2025-08-30,2025-08-30Z,00:00:00Z,Vinotinto de Ecuador,El Nacional,Estadio Olímpico Atahualpa,d9cp8a8mc7nd7jooghcdci49g,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d9cp8a8mc7nd7jooghcdci49g/player-stats,,13,2025-09-29T06:50:25Z,,,
2025-08-26,2025-08-26Z,00:00:00Z,Orense,Delfín,Estadio 9 de Mayo,d7rgtrlnxhpr3a09jpkdebfo4,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d7rgtrlnxhpr3a09jpkdebfo4/player-stats,,13,2025-11-23T18:18:34Z,,,
2025-08-24,2025-08-24Z,23:00:00Z,Universidad Católica,Técnico Universitario,Estadio Olímpico Atahualpa,d6z3ymo8egrmux7a7xm0fnh90,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d6z3ymo8egrmux7a7xm0fnh90/player-stats,,13,2025-11-22T20:10:18Z,,,
2025-08-24,2025-08-24Z,20:30:00Z,Emelec,Independiente Valle,Estadio George Capwell Banco del Austro,d6l4mfz3cemww8aqngoyafqj8,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d6l4mfz3cemww8aqngoyafqj8/player-stats,,10,2025-09-29T06:50:24Z,,,
2025-08-24,2025-08-24Z,18:00:00Z,El Nacional,LDU Quito,Estadio Olímpico Atahualpa,d5t7jehzzxeupabbdtw7lt9g4,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d5t7jehzzxeupabbdtw7lt9g4/player-stats,,13,2025-10-07T20:37:57Z,,,
2025-08-24,2025-08-24Z,00:00:00Z,Vinotinto de Ecuador,Barcelona,Estadio Olímpico Atahualpa,d5ezvrizyg5w0lw6irdufrh1w,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d5ezvrizyg5w0lw6irdufrh1w/player-stats,,13,2025-09-29T06:50:23Z,,,
2025-08-23,2025-08-23Z,21:30:00Z,Manta,Deportivo Cuenca,Estadio Jocay,d879erxuk9xb0ns3sjsypf4lw,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d879erxuk9xb0ns3sjsypf4lw/player-stats,,13,2025-09-29T06:50:23Z,,,
2025-08-23,2025-08-23Z,19:00:00Z,Macará,Mushuc Runa,Estadio Bellavista de Ambato,d7d5dnssmhvag8d4mjqdhwu8k,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d7d5dnssmhvag8d4mjqdhwu8k/player-stats,,13,2025-09-29T06:50:25Z,,,
2025-08-23,2025-08-23Z,00:00:00Z,Libertad,Aucas,Estadio Federativo Reina del Cisne,d672n54ht373tlhhwo621kcno,South America,Ecuador,Liga Pro,6lwpjhktjhl9g7x2w7njmzva6,liga-pro-2025,2025,https://www.scoresway.com/en_GB/soccer/liga-pro/liga-pro-2025/match/view/d672n54ht373tlhhwo621kcno/player-stats,,13,2025-10-05T17:17:44Z,,,
